,name,timestamp,status,vibration_frequency,vibration_amplitude,bearing_temperature,motor_temperature,belt_load,torque,noise_levels,current_and_voltage,hydraulic_pressure,belt_thickness,roller_condition
10912,Conveyor Belt 4,2025-12-06 16:00:00,Running,1501.02,0.06,69.519,89.073,1.05,303.39,58.06,14.24,383.39,1.554999999999952,96.64200000000031
10913,Conveyor Belt 4,2025-12-06 16:15:00,Running,1505.21,0.04,70.064,89.878,1.16,318.87,58.55,14.82,383.65,1.554749999999951,96.56900000000032
10914,Conveyor Belt 4,2025-12-06 16:30:00,Running,1508.89,0.04,70.461,89.512,1.24,301.58,55.88,15.2,382.59,1.554499999999951,96.49600000000032
10915,Conveyor Belt 4,2025-12-06 16:45:00,Running,1499.29,0.06,70.686,90.588,1.08,299.84,62.79,14.38,378.19,1.554249999999951,96.42300000000033
10916,Conveyor Belt 4,2025-12-06 17:00:00,Running,1502.72,0.04,70.643,90.636,1.08,290.84,64.82,14.38,380.52,1.553999999999951,96.35000000000034
10917,Conveyor Belt 4,2025-12-06 17:15:00,Running,1509.66,0.05,71.315,90.858,1.18,311.51,63.59,14.91,383.9,1.553749999999951,96.27700000000034
10918,Conveyor Belt 4,2025-12-06 17:30:00,Running,1503.47,0.06,71.294,91.052,1.26,303.69,57.61,15.31,377.56,1.553499999999951,96.20400000000035
10919,Conveyor Belt 4,2025-12-06 17:45:00,Running,1503.56,0.04,71.129,90.66,1.26,303.29,63.83,15.28,381.51,1.553249999999951,96.13100000000036
10920,Conveyor Belt 4,2025-12-06 18:00:00,Running,1494.3,0.06,71.319,91.405,1.18,284.07,56.29,14.88,376.31,1.552999999999951,96.05800000000036
10921,Conveyor Belt 4,2025-12-06 18:15:00,Running,1499.08,0.06,71.926,91.5,1.1,306.48,59.43,14.49,380.02,1.552749999999951,95.98500000000037
10922,Conveyor Belt 4,2025-12-06 18:30:00,Running,1496.13,0.05,71.837,91.829,1.15,303.69,62.82,14.75,379.92,1.552499999999951,95.91200000000038
10923,Conveyor Belt 4,2025-12-06 18:45:00,Running,1501.45,0.04,72.659,91.338,1.3,317.62,57.98,15.49,376.91,1.552249999999951,95.83900000000038
10924,Conveyor Belt 4,2025-12-06 19:00:00,Running,1491.35,0.05,72.875,91.883,1.11,287.91,64.77,14.53,376.44,1.551999999999951,95.76600000000039
10925,Conveyor Belt 4,2025-12-06 19:15:00,Running,1493.36,0.06,72.878,92.381,1.04,307.57,63.3,14.2,384.7,1.55174999999995,95.6930000000004
10926,Conveyor Belt 4,2025-12-06 19:30:00,Running,1501.82,0.06,72.557,92.573,1.22,316.28,60.18,15.09,380.72,1.55149999999995,95.6200000000004
10927,Conveyor Belt 4,2025-12-06 19:45:00,Running,1496.57,0.05,72.862,92.36,1.38,285.7,58.74,15.89,377.43,1.55124999999995,95.54700000000041
10928,Conveyor Belt 4,2025-12-06 20:00:00,Running,1505.83,0.05,73.741,92.413,1.2,290.97,63.98,15.01,379.36,1.55099999999995,95.47400000000042
10929,Conveyor Belt 4,2025-12-06 20:15:00,Running,1496.86,0.04,73.089,92.677,1.1,294.1,58.9,14.48,375.32,1.55074999999995,95.40100000000042
10930,Conveyor Belt 4,2025-12-06 20:30:00,Running,1490.97,0.04,73.91,93.218,1.15,317.49,64.6,14.73,380.38,1.55049999999995,95.32800000000043
10931,Conveyor Belt 4,2025-12-06 20:45:00,Running,1495.81,0.04,74.331,93.289,1.19,307.64,59.54,14.97,377.18,1.55024999999995,95.25500000000044
10932,Conveyor Belt 4,2025-12-06 21:00:00,Running,1491.34,0.04,74.179,93.58,1.3,288.86,55.75,15.5,379.31,1.54999999999995,95.18200000000044
10933,Conveyor Belt 4,2025-12-06 21:15:00,Running,1497.93,0.06,74.603,93.487,1.34,308.1,59.28,15.68,380.92,1.54974999999995,95.10900000000045
10934,Conveyor Belt 4,2025-12-06 21:30:00,Running,1499.02,0.05,74.23,94.213,1.2,316.37,60.99,14.98,383.16,1.54949999999995,95.03600000000046
10935,Conveyor Belt 4,2025-12-06 21:45:00,Running,1499.49,0.06,75.218,94.206,1.24,285.67,56.75,15.21,382.96,1.54924999999995,94.96300000000046
10936,Conveyor Belt 4,2025-12-06 22:00:00,Running,1490.69,0.05,75.089,94.3,1.16,311.37,65.0,14.79,379.97,1.54899999999995,94.89000000000047
10937,Conveyor Belt 4,2025-12-06 22:15:00,Running,1499.56,0.04,75.342,94.554,1.29,306.51,64.62,15.46,380.23,1.548749999999949,94.81700000000048
10938,Conveyor Belt 4,2025-12-06 22:30:00,Running,1501.13,0.05,75.083,94.971,1.11,317.34,56.14,14.55,383.23,1.548499999999949,94.74400000000048
10939,Conveyor Belt 4,2025-12-06 22:45:00,Running,1506.74,0.05,75.549,95.59,1.25,309.2,55.44,15.23,384.42,1.548249999999949,94.67100000000049
10940,Conveyor Belt 4,2025-12-06 23:00:00,Running,1502.84,0.05,76.119,95.287,1.39,305.42,62.72,15.93,377.0,1.547999999999949,94.5980000000005
10941,Conveyor Belt 4,2025-12-06 23:15:00,Running,1503.36,0.05,75.889,95.888,1.06,312.37,64.7,14.28,377.08,1.547749999999949,94.5250000000005
10942,Conveyor Belt 4,2025-12-06 23:30:00,Running,1498.34,0.04,76.001,95.738,1.28,287.36,57.81,15.42,384.19,1.547499999999949,94.45200000000051
10943,Conveyor Belt 4,2025-12-06 23:45:00,Running,1495.26,0.05,76.106,95.848,1.3,297.35,58.84,15.49,376.62,1.547249999999949,94.37900000000052
10944,Conveyor Belt 4,2025-12-07 00:00:00,Running,1490.82,0.04,77.13,96.902,1.36,318.07,55.12,15.79,382.09,1.546999999999949,94.30600000000052
10945,Conveyor Belt 4,2025-12-07 00:15:00,Running,1498.37,0.04,77.076,96.975,1.07,295.5,59.68,14.34,376.48,1.546749999999949,94.23300000000053
10946,Conveyor Belt 4,2025-12-07 00:30:00,Running,1503.22,0.06,77.307,96.755,1.21,314.38,58.2,15.03,384.2,1.546499999999949,94.16000000000054
10947,Conveyor Belt 4,2025-12-07 00:45:00,Running,1508.11,0.04,77.474,97.661,1.29,311.84,56.16,15.43,379.79,1.546249999999949,94.08700000000054
10948,Conveyor Belt 4,2025-12-07 01:00:00,Running,1498.13,0.06,77.785,97.471,1.07,317.14,55.39,14.35,383.95,1.545999999999949,94.01400000000055
10949,Conveyor Belt 4,2025-12-07 01:15:00,Running,1494.89,0.05,77.813,97.814,1.33,305.58,62.25,15.65,383.02,1.545749999999948,93.94100000000056
10950,Conveyor Belt 4,2025-12-07 01:30:00,Running,1498.2,0.06,77.622,97.464,1.18,285.96,59.25,14.91,383.54,1.545499999999948,93.86800000000056
10951,Conveyor Belt 4,2025-12-07 01:45:00,Running,1507.17,0.06,78.487,98.139,1.24,298.84,58.93,15.21,377.37,1.545249999999948,93.79500000000057
10952,Conveyor Belt 4,2025-12-07 02:00:00,Running,1507.43,0.06,78.294,97.877,1.07,307.51,61.77,14.36,377.28,1.544999999999948,93.72200000000058
10953,Conveyor Belt 4,2025-12-07 02:15:00,Running,1502.35,0.05,78.561,98.96,1.17,308.73,62.23,14.87,377.47,1.544749999999948,93.64900000000058
10954,Conveyor Belt 4,2025-12-07 02:30:00,Running,1507.39,0.05,78.848,98.676,1.18,312.55,61.44,14.89,383.94,1.544499999999948,93.57600000000059
10955,Conveyor Belt 4,2025-12-07 02:45:00,Running,1504.49,0.05,78.603,99.41,1.32,293.46,63.05,15.58,384.45,1.544249999999948,93.5030000000006
10956,Conveyor Belt 4,2025-12-07 03:00:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.544249999999948,93.5030000000006
10957,Conveyor Belt 4,2025-12-07 03:15:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.544249999999948,93.5030000000006
10958,Conveyor Belt 4,2025-12-07 03:30:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.544249999999948,93.5030000000006
10959,Conveyor Belt 4,2025-12-07 03:45:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.544249999999948,93.5030000000006
10960,Conveyor Belt 4,2025-12-07 04:00:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.544249999999948,93.5030000000006
10961,Conveyor Belt 4,2025-12-07 04:15:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.544249999999948,93.5030000000006
10962,Conveyor Belt 4,2025-12-07 04:30:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.544249999999948,93.5030000000006
10963,Conveyor Belt 4,2025-12-07 04:45:00,Running,1497.61,0.04,60.039,80.197,1.31,283.41,58.03,15.53,381.71,1.543999999999948,93.4300000000006
10964,Conveyor Belt 4,2025-12-07 05:00:00,Running,1502.78,0.05,60.82,80.187,1.24,318.5,58.66,15.21,382.02,1.543749999999948,93.35700000000061
10965,Conveyor Belt 4,2025-12-07 05:15:00,Running,1492.64,0.05,60.631,80.033,1.37,308.61,58.19,15.87,383.58,1.543499999999948,93.28400000000062
10966,Conveyor Belt 4,2025-12-07 05:30:00,Running,1494.29,0.05,60.636,80.606,1.39,303.8,55.75,15.97,375.78,1.543249999999948,93.21100000000062
10967,Conveyor Belt 4,2025-12-07 05:45:00,Running,1502.74,0.05,60.899,80.76,1.06,299.1,60.6,14.29,384.55,1.542999999999948,93.13800000000063
10968,Conveyor Belt 4,2025-12-07 06:00:00,Running,1498.91,0.04,61.513,80.798,1.16,286.42,64.25,14.81,379.14,1.542749999999947,93.06500000000064
10969,Conveyor Belt 4,2025-12-07 06:15:00,Running,1500.43,0.05,61.767,81.078,1.21,287.82,64.83,15.05,384.57,1.542499999999947,92.99200000000064
10970,Conveyor Belt 4,2025-12-07 06:30:00,Running,1492.73,0.06,61.631,81.415,1.07,285.96,57.92,14.33,379.4,1.542249999999947,92.91900000000065
10971,Conveyor Belt 4,2025-12-07 06:45:00,Running,1503.17,0.05,62.597,81.563,1.14,315.87,62.16,14.69,378.0,1.541999999999947,92.84600000000066
10972,Conveyor Belt 4,2025-12-07 07:00:00,Running,1503.54,0.05,62.565,82.127,1.24,315.21,61.04,15.18,376.93,1.541749999999947,92.77300000000066
10973,Conveyor Belt 4,2025-12-07 07:15:00,Running,1499.35,0.05,62.445,81.725,1.12,281.15,61.96,14.6,379.75,1.541499999999947,92.70000000000067
10974,Conveyor Belt 4,2025-12-07 07:30:00,Running,1495.89,0.06,63.05,82.251,1.29,287.37,62.94,15.47,382.08,1.541249999999947,92.62700000000068
10975,Conveyor Belt 4,2025-12-07 07:45:00,Running,1503.74,0.04,62.924,82.46,1.1,313.67,64.95,14.49,377.86,1.540999999999947,92.55400000000068
10976,Conveyor Belt 4,2025-12-07 08:00:00,Running,1491.18,0.05,62.737,83.116,1.1,284.64,64.83,14.49,381.79,1.540749999999947,92.48100000000069
10977,Conveyor Belt 4,2025-12-07 08:15:00,Running,1509.18,0.05,63.273,82.627,1.22,304.26,58.49,15.09,376.82,1.540499999999947,92.4080000000007
10978,Conveyor Belt 4,2025-12-07 08:30:00,Running,1493.95,0.04,64.012,82.917,1.15,308.74,62.64,14.76,383.19,1.540249999999947,92.3350000000007
10979,Conveyor Belt 4,2025-12-07 08:45:00,Running,1494.47,0.06,63.926,83.494,1.38,292.21,55.35,15.88,379.49,1.539999999999947,92.26200000000071
10980,Conveyor Belt 4,2025-12-07 09:00:00,Running,1493.22,0.06,64.396,83.138,1.34,313.87,59.02,15.69,377.59,1.539749999999946,92.18900000000072
10981,Conveyor Belt 4,2025-12-07 09:15:00,Running,1503.72,0.05,64.518,83.912,1.03,297.8,58.27,14.13,383.91,1.539499999999946,92.11600000000072
10982,Conveyor Belt 4,2025-12-07 09:30:00,Running,1505.51,0.05,64.5,84.429,1.07,299.11,58.27,14.35,378.09,1.539249999999946,92.04300000000073
10983,Conveyor Belt 4,2025-12-07 09:45:00,Running,1492.6,0.05,64.762,83.739,1.36,282.03,62.16,15.78,378.69,1.538999999999946,91.97000000000074
10984,Conveyor Belt 4,2025-12-07 10:00:00,Running,1500.73,0.05,64.781,84.33,1.26,298.4,60.82,15.31,379.78,1.538749999999946,91.89700000000074
10985,Conveyor Belt 4,2025-12-07 10:15:00,Running,1500.92,0.04,64.565,84.199,1.16,289.06,55.82,14.78,383.06,1.538499999999946,91.82400000000075
10986,Conveyor Belt 4,2025-12-07 10:30:00,Running,1496.76,0.06,65.442,85.319,1.28,293.02,59.74,15.42,381.32,1.538249999999946,91.75100000000076
10987,Conveyor Belt 4,2025-12-07 10:45:00,Running,1507.65,0.05,65.764,85.499,1.18,301.36,63.16,14.91,384.12,1.537999999999946,91.67800000000076
10988,Conveyor Belt 4,2025-12-07 11:00:00,Running,1506.8,0.05,65.444,85.23,1.39,294.49,64.54,15.96,384.44,1.537749999999946,91.60500000000077
10989,Conveyor Belt 4,2025-12-07 11:15:00,Running,1500.1,0.06,65.535,85.066,1.07,295.16,63.05,14.34,384.82,1.537499999999946,91.53200000000078
10990,Conveyor Belt 4,2025-12-07 11:30:00,Running,1496.11,0.05,66.163,85.713,1.38,303.99,58.17,15.92,376.43,1.537249999999946,91.45900000000078
10991,Conveyor Belt 4,2025-12-07 11:45:00,Running,1497.1,0.04,66.531,86.055,1.01,319.15,60.57,14.03,377.83,1.536999999999946,91.38600000000079
10992,Conveyor Belt 4,2025-12-07 12:00:00,Running,1501.79,0.06,66.056,86.438,1.38,311.46,59.18,15.91,383.77,1.536749999999945,91.3130000000008
10993,Conveyor Belt 4,2025-12-07 12:15:00,Running,1503.77,0.04,66.892,86.808,1.16,319.71,56.59,14.8,383.99,1.536499999999945,91.2400000000008
10994,Conveyor Belt 4,2025-12-07 12:30:00,Running,1508.58,0.06,66.838,86.403,1.23,282.81,60.66,15.17,380.19,1.536249999999945,91.16700000000081
10995,Conveyor Belt 4,2025-12-07 12:45:00,Running,1493.63,0.06,67.242,86.332,1.23,283.52,60.38,15.16,384.93,1.535999999999945,91.09400000000082
10996,Conveyor Belt 4,2025-12-07 13:00:00,Running,1494.09,0.05,67.409,87.401,1.18,292.61,63.76,14.88,375.12,1.535749999999945,91.02100000000083
10997,Conveyor Belt 4,2025-12-07 13:15:00,Running,1499.64,0.06,67.635,87.277,1.1,281.69,59.44,14.49,375.65,1.535499999999945,90.94800000000083
10998,Conveyor Belt 4,2025-12-07 13:30:00,Running,1507.24,0.05,67.608,87.434,1.23,317.22,61.02,15.16,375.06,1.535249999999945,90.87500000000084
10999,Conveyor Belt 4,2025-12-07 13:45:00,Running,1494.41,0.05,68.421,87.915,1.27,315.24,64.49,15.35,378.02,1.534999999999945,90.80200000000085
11000,Conveyor Belt 4,2025-12-07 14:00:00,Running,1494.4,0.06,67.824,88.153,1.4,293.16,62.74,16.0,377.9,1.534749999999945,90.72900000000085
11001,Conveyor Belt 4,2025-12-07 14:15:00,Running,1507.02,0.04,67.977,87.928,1.03,292.2,59.75,14.16,379.93,1.534499999999945,90.65600000000086
11002,Conveyor Belt 4,2025-12-07 14:30:00,Running,1503.61,0.05,68.576,88.517,1.33,308.15,59.85,15.64,380.17,1.534249999999945,90.58300000000087
11003,Conveyor Belt 4,2025-12-07 14:45:00,Running,1498.66,0.05,68.584,88.478,1.05,285.63,56.17,14.23,375.54,1.533999999999945,90.51000000000087
11004,Conveyor Belt 4,2025-12-07 15:00:00,Running,1505.6,0.04,69.091,88.167,1.3,313.92,60.26,15.52,380.81,1.533749999999944,90.43700000000088
11005,Conveyor Belt 4,2025-12-07 15:15:00,Running,1499.18,0.04,68.816,89.137,1.34,299.01,60.49,15.69,377.41,1.533499999999944,90.36400000000089
11006,Conveyor Belt 4,2025-12-07 15:30:00,Running,1496.82,0.05,69.964,88.995,1.32,304.5,62.9,15.58,382.91,1.533249999999944,90.29100000000089
11007,Conveyor Belt 4,2025-12-07 15:45:00,Running,1496.09,0.06,69.467,89.266,1.16,286.35,56.58,14.82,383.43,1.532999999999944,90.2180000000009
11008,Conveyor Belt 4,2025-12-07 16:00:00,Running,1501.02,0.06,69.519,89.073,1.05,303.39,58.06,14.24,383.39,1.532749999999944,90.1450000000009
11009,Conveyor Belt 4,2025-12-07 16:15:00,Running,1505.21,0.04,70.064,89.878,1.16,318.87,58.55,14.82,383.65,1.532499999999944,90.07200000000091
11010,Conveyor Belt 4,2025-12-07 16:30:00,Running,1508.89,0.04,70.461,89.512,1.24,301.58,55.88,15.2,382.59,1.532249999999944,89.99900000000092
11011,Conveyor Belt 4,2025-12-07 16:45:00,Running,1499.29,0.06,70.686,90.588,1.08,299.84,62.79,14.38,378.19,1.531999999999944,89.92600000000093
11012,Conveyor Belt 4,2025-12-07 17:00:00,Running,1502.72,0.04,70.643,90.636,1.08,290.84,64.82,14.38,380.52,1.531749999999944,89.85300000000093
11013,Conveyor Belt 4,2025-12-07 17:15:00,Running,1509.66,0.05,71.315,90.858,1.18,311.51,63.59,14.91,383.9,1.531499999999944,89.78000000000094
11014,Conveyor Belt 4,2025-12-07 17:30:00,Running,1503.47,0.06,71.294,91.052,1.26,303.69,57.61,15.31,377.56,1.531249999999944,89.70700000000095
11015,Conveyor Belt 4,2025-12-07 17:45:00,Running,1503.56,0.04,71.129,90.66,1.26,303.29,63.83,15.28,381.51,1.530999999999944,89.63400000000095
11016,Conveyor Belt 4,2025-12-07 18:00:00,Running,1494.3,0.06,71.319,91.405,1.18,284.07,56.29,14.88,376.31,1.530749999999943,89.56100000000096
11017,Conveyor Belt 4,2025-12-07 18:15:00,Running,1499.08,0.06,71.926,91.5,1.1,306.48,59.43,14.49,380.02,1.530499999999943,89.48800000000097
11018,Conveyor Belt 4,2025-12-07 18:30:00,Running,1496.13,0.05,71.837,91.829,1.15,303.69,62.82,14.75,379.92,1.530249999999943,89.41500000000097
11019,Conveyor Belt 4,2025-12-07 18:45:00,Running,1501.45,0.04,72.659,91.338,1.3,317.62,57.98,15.49,376.91,1.529999999999943,89.34200000000098
11020,Conveyor Belt 4,2025-12-07 19:00:00,Running,1491.35,0.05,72.875,91.883,1.11,287.91,64.77,14.53,376.44,1.529749999999943,89.26900000000099
11021,Conveyor Belt 4,2025-12-07 19:15:00,Running,1493.36,0.06,72.878,92.381,1.04,307.57,63.3,14.2,384.7,1.529499999999943,89.19600000000099
11022,Conveyor Belt 4,2025-12-07 19:30:00,Running,1501.82,0.06,72.557,92.573,1.22,316.28,60.18,15.09,380.72,1.529249999999943,89.123000000001
11023,Conveyor Belt 4,2025-12-07 19:45:00,Running,1496.57,0.05,72.862,92.36,1.38,285.7,58.74,15.89,377.43,1.528999999999943,89.050000000001
11026,Conveyor Belt 4,2025-12-07 20:30:00,Running,1492.48,0.04,73.91,93.22,1.15,317.49,64.6,14.73,380.38,1.528249999999943,88.83100000000103
11029,Conveyor Belt 4,2025-12-07 21:15:00,Running,1497.93,0.06,74.603,93.49,1.34,308.1,59.28,15.68,380.92,1.527499999999942,88.61200000000105
11030,Conveyor Belt 4,2025-12-07 21:30:00,Running,1499.02,0.05,74.23,94.21,1.2,316.37,60.99,14.98,383.16,1.527249999999942,88.53900000000105
11031,Conveyor Belt 4,2025-12-07 21:45:00,Running,1503.46,0.06,75.218,94.21,1.24,285.67,56.75,15.21,382.96,1.526999999999942,88.46600000000106
11032,Conveyor Belt 4,2025-12-07 22:00:00,Running,1490.69,0.05,75.089,94.3,1.16,311.37,65.0,14.79,379.97,1.526749999999942,88.39300000000107
11033,Conveyor Belt 4,2025-12-07 22:15:00,Running,1499.56,0.04,75.342,94.55,1.29,306.51,64.62,15.46,380.23,1.526499999999942,88.32000000000107
11034,Conveyor Belt 4,2025-12-07 22:30:00,Running,1501.13,0.05,75.083,94.97,1.11,317.34,56.14,14.55,383.23,1.526249999999942,88.24700000000108
11035,Conveyor Belt 4,2025-12-07 22:45:00,Running,1506.74,0.05,75.549,108.85,1.25,309.2,55.44,15.23,384.42,1.525999999999942,88.17400000000109
11036,Conveyor Belt 4,2025-12-07 23:00:00,Running,1502.84,0.05,76.119,99.27,1.39,305.42,62.72,15.93,377.0,1.525749999999942,88.1010000000011
11038,Conveyor Belt 4,2025-12-07 23:30:00,Running,1515.87,0.04,76.001,95.74,1.28,287.36,57.81,15.42,384.19,1.525249999999942,87.9550000000011
11039,Conveyor Belt 4,2025-12-07 23:45:00,Running,1495.26,0.05,76.106,95.85,1.3,297.35,58.84,15.49,376.62,1.524999999999942,87.88200000000111
11040,Conveyor Belt 4,2025-12-08 00:00:00,Running,1490.82,0.04,77.13,96.9,1.36,318.07,55.12,15.79,382.09,1.524749999999941,87.80900000000112
11041,Conveyor Belt 4,2025-12-08 00:15:00,Running,1498.37,0.04,77.076,96.62,1.07,295.5,59.68,14.34,376.48,1.524499999999941,87.73600000000113
11042,Conveyor Belt 4,2025-12-08 00:30:00,Running,1503.22,0.06,77.307,96.76,1.21,314.38,58.2,15.03,384.2,1.524249999999941,87.66300000000113
11043,Conveyor Belt 4,2025-12-08 00:45:00,Running,1492.49,0.04,77.474,97.66,1.29,311.84,56.16,15.43,379.79,1.523999999999941,87.59000000000114
11044,Conveyor Belt 4,2025-12-08 01:00:00,Running,1498.13,0.06,77.785,100.97,1.07,317.14,55.39,14.35,383.95,1.523749999999941,87.51700000000115
11046,Conveyor Belt 4,2025-12-08 01:30:00,Running,1498.2,0.06,77.622,97.46,1.18,285.96,59.25,14.91,383.54,1.523249999999941,87.37100000000116
11047,Conveyor Belt 4,2025-12-08 01:45:00,Running,1507.17,0.06,78.487,98.14,1.24,298.84,58.93,15.21,377.37,1.522999999999941,87.29800000000117
11049,Conveyor Belt 4,2025-12-08 02:15:00,Running,1489.13,0.05,78.561,98.96,1.17,308.73,62.23,14.87,377.47,1.522499999999941,87.15200000000118
11051,Conveyor Belt 4,2025-12-08 02:45:00,Running,1504.49,0.05,78.603,82.72,1.32,293.46,63.05,15.58,384.45,1.521999999999941,87.0060000000012
11052,Conveyor Belt 4,2025-12-08 03:00:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.7,87.0060000000012
11053,Conveyor Belt 4,2025-12-08 03:15:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.7,87.0060000000012
11054,Conveyor Belt 4,2025-12-08 03:30:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.7,87.0060000000012
11055,Conveyor Belt 4,2025-12-08 03:45:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.7,87.0060000000012
11056,Conveyor Belt 4,2025-12-08 04:00:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.7,87.0060000000012
11057,Conveyor Belt 4,2025-12-08 04:15:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.7,87.0060000000012
11058,Conveyor Belt 4,2025-12-08 04:30:00,Maintenance,1490.0,0.04,60.0,80.0,1.0,280.0,55.0,14.0,375.0,1.7,87.0060000000012
11059,Conveyor Belt 4,2025-12-08 04:45:00,Running,1493.51,0.04,60.039,86.77,1.31,283.41,58.03,15.53,381.71,1.69975,86.9330000000012
11061,Conveyor Belt 4,2025-12-08 05:15:00,Running,1492.64,0.05,60.631,80.03,1.37,308.61,58.19,15.87,383.58,1.69925,86.78700000000121
11062,Conveyor Belt 4,2025-12-08 05:30:00,Running,1494.29,0.05,60.636,71.71,1.39,303.8,55.75,15.97,375.78,1.699,86.71400000000122
11064,Conveyor Belt 4,2025-12-08 06:00:00,Running,1498.91,0.04,61.513,80.8,1.16,286.42,64.25,14.81,379.14,1.698499999999999,86.56800000000123
11065,Conveyor Belt 4,2025-12-08 06:15:00,Running,1500.43,0.05,61.767,75.96,1.21,287.82,64.83,15.05,384.57,1.698249999999999,86.49500000000124
11066,Conveyor Belt 4,2025-12-08 06:30:00,Running,1482.59,0.06,61.631,81.42,1.07,285.96,57.92,14.33,379.4,1.697999999999999,86.42200000000125
11067,Conveyor Belt 4,2025-12-08 06:45:00,Running,1510.39,0.05,62.597,81.56,1.14,315.87,62.16,14.69,378.0,1.697749999999999,86.34900000000125
11068,Conveyor Belt 4,2025-12-08 07:00:00,Running,1503.54,0.05,62.565,82.13,1.24,315.21,61.04,15.18,376.93,1.697499999999999,86.27600000000126
11069,Conveyor Belt 4,2025-12-08 07:15:00,Running,1499.35,0.05,62.445,81.72,1.12,281.15,61.96,14.6,379.75,1.697249999999999,86.20300000000127
11071,Conveyor Belt 4,2025-12-08 07:45:00,Running,1503.74,0.04,62.924,98.54,1.1,313.67,64.95,14.49,377.86,1.696749999999999,86.05700000000128
11072,Conveyor Belt 4,2025-12-08 08:00:00,Running,1491.18,0.05,62.737,79.98,1.1,284.64,64.83,14.49,381.79,1.696499999999999,85.98400000000129
11073,Conveyor Belt 4,2025-12-08 08:15:00,Running,1507.5,0.05,63.273,82.63,1.22,304.26,58.49,15.09,376.82,1.696249999999999,85.9110000000013
11075,Conveyor Belt 4,2025-12-08 08:45:00,Running,1494.47,0.06,63.926,104.85,1.38,292.21,55.35,15.88,379.49,1.695749999999999,85.76500000000131
11076,Conveyor Belt 4,2025-12-08 09:00:00,Running,1500.39,0.06,64.396,83.14,1.34,313.87,59.02,15.69,377.59,1.695499999999998,85.69200000000131
11077,Conveyor Belt 4,2025-12-08 09:15:00,Running,1503.72,0.05,64.518,83.91,1.03,297.8,58.27,14.13,383.91,1.695249999999998,85.61900000000132
11079,Conveyor Belt 4,2025-12-08 09:45:00,Running,1504.05,0.05,64.762,73.26,1.36,282.03,62.16,15.78,378.69,1.694749999999998,85.47300000000133
11080,Conveyor Belt 4,2025-12-08 10:00:00,Running,1482.62,0.05,64.781,84.33,1.26,298.4,60.82,15.31,379.78,1.694499999999998,85.40000000000134
11081,Conveyor Belt 4,2025-12-08 10:15:00,Running,1500.92,0.04,64.565,77.3,1.16,289.06,55.82,14.78,383.06,1.694249999999998,85.32700000000135
11084,Conveyor Belt 4,2025-12-08 11:00:00,Running,1506.8,0.05,65.444,73.0,1.39,294.49,64.54,15.96,384.44,1.693499999999998,85.10800000000137
11085,Conveyor Belt 4,2025-12-08 11:15:00,Running,1500.1,0.06,65.535,85.07,1.07,295.16,63.05,14.34,384.82,1.693249999999998,85.03500000000138
11087,Conveyor Belt 4,2025-12-08 11:45:00,Running,1497.1,0.04,66.531,71.73,1.01,319.15,60.57,14.03,377.83,1.692749999999998,84.88900000000139
11088,Conveyor Belt 4,2025-12-08 12:00:00,Running,1507.18,0.06,66.056,90.84,1.38,311.46,59.18,15.91,383.77,1.692499999999997,84.8160000000014
11089,Conveyor Belt 4,2025-12-08 12:15:00,Running,1503.77,0.04,66.892,83.05,1.16,319.71,56.59,14.8,383.99,1.692249999999997,84.7430000000014
11090,Conveyor Belt 4,2025-12-08 12:30:00,Running,1508.58,0.06,66.838,81.79,1.23,282.81,60.66,15.17,380.19,1.691999999999997,84.67000000000141
11091,Conveyor Belt 4,2025-12-08 12:45:00,Running,1493.63,0.06,67.242,86.38,1.23,283.52,60.38,15.16,384.93,1.691749999999997,84.59700000000142
11092,Conveyor Belt 4,2025-12-08 13:00:00,Running,1494.09,0.05,67.409,87.4,1.18,292.61,63.76,14.88,375.12,1.691499999999997,84.52400000000142
11094,Conveyor Belt 4,2025-12-08 13:30:00,Running,1481.53,0.05,67.608,87.43,1.23,317.22,61.02,15.16,375.06,1.690999999999997,84.37800000000144
11095,Conveyor Belt 4,2025-12-08 13:45:00,Running,1494.41,0.05,68.421,94.03,1.27,315.24,64.49,15.35,378.02,1.690749999999997,84.30500000000144
